Project Id-ODG Click,Landing Date-ODG Click,Offer Desc-ODG Link,Link Id-ODG Click,Count-ODG Click,Clickstream Guid-ODG Click,Click Id-ODG Click
248839,5/26/2012,Vostro 260 Slim Tower_2,4318927,1,469dcf2d29ef4eea9624260e8e2cf5f6,81b396f4-81f9-4a71-95d8-4ab9880deae8
248839,6/17/2012,Vostro 3550_9,4318922,1,ac5a45692c0d4076bb534c4f019fda4b,eac7eea9-bbc8-469d-b449-53e2e7541dff
248839,6/17/2012,Vostro 260 Slim Tower_34,4331745,1,869d3a68ab984a22b60fac9441705462,f34b8480-3308-4286-abf9-64c55317a6a0
248839,6/18/2012,Vostro 260 Slim Tower_34,4331745,1,7b6cfd0fbb0448389d17ad120ecdc948,95c44b62-668e-4fcb-8ca7-0053bc1129fd
248839,5/26/2012,Vostro 260 Slim Tower_2,4318927,1,cdeee8e17a9d48e09e0ffeb0c1cc4eac,aedd5c17-e5e2-4d7a-892f-9ea866147ae7
248839,6/1/2012,Vostro 3550_5,4318918,1,cdac4b6089d64b0aa995a788c2168d06,290d8546-9331-4881-9459-25fbfc4d06d7
248839,6/7/2012,Vostro 260 Slim Tower_7,4318932,1,11288dee2eea4b2681669182b288f2c0,ccc81ea5-b015-4f3e-a959-b689b4d88cfa
248839,6/6/2012,Vostro 260 Slim Tower_7,4318932,1,77b3f4ebb56a49b39f4f73b97d70d1d4,8bafc846-8ce5-4fcc-a01b-3f6f2bb241df
248839,6/16/2012,Vostro 3550_17,4323291,1,350983976c4e49ecbf5d333a52dfe6c2,661ae579-8778-4582-a934-ce83ee63d6d2
248839,5/27/2012,Vostro 260 Slim Tower_2,4318927,1,c85f32720c4d4e96af5394958248406e,b69e8dc0-8d15-474f-b5da-54b704aae3ef
248839,6/9/2012,Vostro 3550_8,4318921,1,85e5e48a6e384db68651141ef84b439f,99667ab9-da58-4415-93d7-b000f25f5c18
248839,6/3/2012,Vostro 3550_5,4318918,1,ad0feacf98cc4d7584aa0a0483fb24f5,2ae18246-f388-4089-9e65-7eb44b638d6a
248839,6/16/2012,Vostro 3550_9,4318922,1,53f3b1459c434e5ab89151df76c171fd,3443a3c8-06fd-4e23-b0f7-914ffd4bea1e
248839,5/27/2012,Vostro 260 Slim Tower_2,4318927,1,cf951ae824a9420d8602884c0ea2d797,b240e831-2dc5-47d0-9229-72a087bc0967
248839,6/14/2012,Vostro 260 Slim Tower_25,4331736,1,a4ac06966e12436e9a7389b290e10dd6,6903f9e2-8f70-44f4-a496-c09ef99375a8
248839,6/3/2012,Vostro 3550_5,4318918,1,7d9c44d1fde84477b197523289d8d37d,38ac073c-ac03-4acb-8d42-770858e66d84
246902,6/4/2012,SMB1latitude-e5420,4269926,1,0a9dfaed9ddd42479e566cdc3db5d82c,88ffe764-440d-445d-af00-9c317f7c6a5b
248839,6/4/2012,Vostro 260 Slim Tower_20,4323306,1,5f3929986e184c95be7cb0b8a5d02608,ea4702a9-4b63-4e7b-a7ba-1ca7fd3ec13b
248839,5/26/2012,Vostro 260 Slim Tower_2,4318927,1,8df4d18ba371472da10c2a00acc560fd,ee5bc752-e530-4686-b824-4a396b3dd844
248839,5/28/2012,Vostro 260 Slim Tower_2,4318927,1,b4f31d10d8ad4b4288045ab250789d05,e6559ec4-6655-49e4-8e7b-acb684d1384c
248839,6/2/2012,Vostro 3550_5,4318918,1,708425bd0be34849859c36a3ef7ab308,913eb550-32a6-42e2-82c1-a7ef372b0404
248839,6/2/2012,Vostro 3550_5,4318918,1,3b05c8c4d62942d59159047d5ba9bf7b,eee07ed8-4736-4a86-87af-472f31c4ac75
248839,6/17/2012,Vostro 3550_9,4318922,1,75e731640bf44cc18aa64f8872fb51e3,8a7020a2-5633-4429-a8e0-16744252010c
248839,6/7/2012,Vostro 260 Slim Tower_7,4318932,1,9f9a17eea71444978baeeb1e3bfee815,1ef71ea1-5070-4e26-8361-17ce7882f0a5
248839,6/3/2012,Vostro 3550_5,4318918,1,9a31ce3a3b114516b843b3111173ad7f,87d93e61-a5c9-4c6d-aaa8-627c95c76a40
248839,6/7/2012,Vostro 260 Slim Tower_20,4323306,1,233690439ff84d4b83a1efeb8d0a2e18,765f7fb4-9b63-42b0-9339-95f2f408c81e
248839,6/12/2012,Vostro 260 Slim Tower_8,4318933,1,dcdf14d6ee084efa8a5e1356060fd19e,f4e51a5f-602a-450d-8e86-7d65fdcd02ac
248839,5/27/2012,Vostro 260 Slim Tower_2,4318927,1,584322e6c4ce422a9e8a2cc64dafe5ae,050b8935-47b0-456e-b0f1-2ba7abe5e26f
248839,5/26/2012,Vostro 260 Slim Tower_2,4318927,1,910299548e5d4251aeeeed1cbf948817,fba28e6a-e8bf-423d-96b2-76e0fa302614
248839,6/12/2012,Vostro 3550_17,4323291,1,a69f013c4598478ba25b5be3368c7754,67c71d78-48e3-4fd1-a460-2ce4297e6153
248839,6/1/2012,Vostro 3550_5,4318918,1,2d1b30c1990b4da8a7f5cb72bfe17df3,9c198982-4669-4348-85bb-3811f351567d
248839,6/8/2012,Vostro 3550_8,4318921,1,31c37f06f27d4ab9a84f632a52e577f5,99ee744c-33df-4283-a0e5-e2a3c275d6ee
248839,6/11/2012,Vostro 3550_8,4318921,1,c56e8a8bec5146fca39dbbb69234b122,6014c6fa-0725-49e0-89a1-a0b1dfc1a95e
248839,6/3/2012,Vostro 3550_5,4318918,1,9ce958d340a749298be7ac9ad6823ea9,2a2c84e2-16b9-4b23-9b8b-3231665e46c8
248839,5/30/2012,Vostro 260 Slim Tower_4,4318929,1,9a92f0049865408eae9d9adabe3ece6d,feb1a1bf-e11e-49b8-895f-6ed40f015160
248839,6/7/2012,Vostro 260 Slim Tower_20,4323306,1,be2f6f398026410fa97cd1fe6c849b15,5086d602-e3c5-4b3e-b420-a165343825df
248839,6/14/2012,Vostro 260 Slim Tower_34,4331745,1,9ca31d756baf4fd083aeb374e119c219,2d5c9713-8347-41a0-8261-699deba1d1a6
248839,6/5/2012,Vostro 260 Slim Tower_7,4318932,1,36442e0c69b64c83a1a24dda14423c49,1eba6724-aa94-457c-97e2-d2f49a89576c
248839,6/5/2012,Vostro 260 Slim Tower_7,4318932,1,25b1ef064d99482695f327ec3469c0ba,c3b715de-1f38-4850-bef1-1fa839c24ff8
248839,6/3/2012,Vostro 3550_5,4318918,1,773fd970b6fb474c871b73c6b9f3d76e,50a62588-0d9d-473f-a16d-ae3e622df2d1
248839,5/27/2012,Vostro 260 Slim Tower_2,4318927,1,2c72e271b1c5480781242e3eb3696cee,cb04dc54-0c6c-470b-a2ae-aeb0b31a3091
248839,6/11/2012,Vostro 3550_17,4323291,1,7f0cd5c8830a4bc1b19453c129f26520,b2b832e5-9b59-40ff-a6e7-3f0e4b558084
248839,6/7/2012,Vostro 260 Slim Tower_20,4323306,1,5d4c5457ef064816944790d8abc670fb,a20e777d-f2a5-41b6-a87e-939892afb359
248839,6/4/2012,Vostro 260 Slim Tower_7,4318932,1,f107ea2432724849a42a111c2d0acfa7,8064726d-2297-4783-ae18-3a7c25814043
248839,5/30/2012,Vostro 260 Slim Tower_3,4318928,1,44ac06f200ef4e99b96d084080e79bab,a81fb996-2110-4d6c-a57e-b25927a7f385
248839,6/5/2012,Vostro 260 Slim Tower_7,4318932,1,044c02d7ae7f4bd39da84606d5af0f15,b0a259fc-b12c-4a40-93e2-c8dd927c4006
248839,6/13/2012,Vostro 3550_8,4318921,1,9df93a8f7b7745fc8b957f5f70272670,9d9121de-8565-4993-a7e2-98e78a8b43b4
248839,6/16/2012,Vostro 3550_9,4318922,1,29bb1f66207f4c0589e3cf8b2bca2dbc,27a658fe-c32b-4143-99de-5c6df4abd8e6
248839,6/15/2012,Vostro 260 Slim Tower_34,4331745,1,114c3b681f874092950f339db5e12531,4b0d4f0a-63b9-4f71-a83a-123cdd160818
248839,6/8/2012,Vostro 3550_8,4318921,1,6a4e6f484bcf4dc5a279f460f8b1cdce,a53f30ae-eb1b-454e-9e58-ca8e7857f595
248839,6/1/2012,Vostro 3550_5,4318918,1,2a57a41b94b7482db4e15eebdfd36440,22a6e4a2-9fe7-4416-8608-266ef17be374
248839,5/29/2012,Vostro 260 Slim Tower_3,4318928,1,8cd270c145fc438ba19d2d9e6d288eaf,49a951c8-9fb9-4abf-8366-4917aec5c4fa
248839,6/17/2012,Vostro 3550_9,4318922,1,fd5f1708e47740e7be650b7b79598f36,6bb43633-f152-434f-b001-0210e23af2ee
248839,6/13/2012,Vostro 260 Slim Tower_40,4331751,1,011816c219cc4fa9aa0ee65004c19f8d,d1ca4d70-0d9e-4bc2-b7ed-097d3654b7a7
248839,6/3/2012,Vostro 3550_5,4318918,1,4829a1ae8d3d4a739d71963d1ce3d1fd,16604020-8c7a-4152-af75-e2e09a39be19
248839,6/2/2012,Vostro 3550_5,4318918,1,825f9fa2ebcc4fff94ee8565da5037aa,8dd1d4b6-0eb6-463d-b626-44c71db0fb9e
248839,5/26/2012,Vostro 260 Slim Tower_2,4318927,1,9173f7b6df8f4e058dd5a2536e897a55,5ae025d7-61c2-4312-a01b-2fd836fc458b
248839,6/6/2012,Vostro 260 Slim Tower_7,4318932,1,11e76970f2284b07bbe10ed1129e6858,29097884-3fb6-4d2d-a807-b54f43aa6c5d
248839,6/13/2012,Vostro 3550_9,4318922,1,5a05a9f200324e5c9da8275463bea976,c3291e1a-db81-4cc9-bd1e-6d9318099849
248839,6/11/2012,Vostro 3550_8,4318921,1,15653d3bceb14312ad8bc13a3a0f0e6b,216875c5-6dcb-4e70-9b58-cac47a11e1d6
248839,6/13/2012,Vostro 260 Slim Tower_8,4318933,1,1e19964347b64784aeb5c0894d878851,4780ef38-703b-4ed7-8ada-d81709d51062
248839,6/12/2012,Vostro 3550_8,4318921,1,2fec4210660b4dffbce3790129a42e7b,657b02bf-7bda-441c-a289-b05a19d0f6ef
248839,6/4/2012,Vostro 260 Slim Tower_7,4318932,1,51e4a14e4a4a456eb0f4c7d140d92b2f,f412d13c-6df8-4d34-a641-a7478d7a0a8b
248839,6/5/2012,Vostro 260 Slim Tower_7,4318932,1,ae0ae9e3eea24c0facf04ff19db3874a,c4e6664f-262c-4f15-bca1-46495a107862
248839,6/8/2012,Vostro 260 Slim Tower_8,4318933,1,62479e1acf8d41999fc0d53b449694bf,5d13fd13-0602-4c28-9198-f3d6e5805f94
248839,6/5/2012,Vostro 260 Slim Tower_7,4318932,1,710155917ede43829ad1a245d0a2834a,dea20beb-1a47-4ffd-a9c5-57e1bf819c1b
248839,5/30/2012,Vostro 260 Slim Tower_4,4318929,1,715842dd5a8b4fb793c461866e50e960,ca2e5701-ea8e-4c3e-a563-2ff545e2ba89
248839,5/30/2012,Vostro 260 Slim Tower_4,4318929,1,7c3f9693bdb6434cbd8d193715523d25,831ec128-65b2-47c4-bc9c-3d10275a7d93
248839,6/5/2012,Vostro 260 Slim Tower_7,4318932,1,c0cf752456de436cad58f302c1770de1,18eedd9f-5997-4a23-b467-96b80634f7dc
248839,6/8/2012,Vostro 3550_8,4318921,1,ce18c16a6af04b66bac3c9c9e7bd0591,35d0e092-a1d9-405c-8bb2-b687cc36ae0b
248839,6/3/2012,Vostro 3550_5,4318918,1,380feac9846f4fb7a371d9ee6ae3801e,aab702c7-42ab-4af2-bbfe-ab0104eb2071
248839,6/7/2012,Vostro 260 Slim Tower_7,4318932,1,62196cd8248441cbbed5f825b374da75,b6d79b96-b19d-4558-bf19-2c9dddb745e0
246902,6/1/2012,SMB1latitude-e5420,4269926,1,4d5da0fd2ec943e19fc3ee1c96a0fb70,e47e8d9c-6c61-4f16-aee2-36e543a7bf55
248839,6/9/2012,Vostro 3550_8,4318921,1,b0a418df21824f8c813d03eebd10c0c9,93d944c3-78fe-4ae1-b144-eb5dcffdc3fc
248839,5/30/2012,Vostro 260 Slim Tower_4,4318929,1,95ab083ae49a4bf48925d3367db67c64,6157963d-fb5e-4f5c-b29d-8327f7192ca3
248839,6/17/2012,Vostro 3550_9,4318922,1,f05f2acd79bc4ca1aac23a9d1f46a103,d416f900-b3e6-4104-b930-e1bea7e37e88
248839,6/10/2012,Vostro 260 Slim Tower_8,4318933,1,116d891b9d544040b0c51b0f55814600,8faa4cbe-1645-4876-bae7-1a360dd86df6
248839,6/6/2012,Vostro 260 Slim Tower_7,4318932,1,1b717712b7944039b8d61fec367839e4,4c5ac2f3-3783-4e48-a1a8-07587b1c716d
248839,6/14/2012,Vostro 3550_9,4318922,1,94ca719159e54551b689bfa2a2ec4293,0fefac05-b7e7-41d7-9049-abb04a90c4b5
248839,6/9/2012,Vostro 3550_8,4318921,1,f8877285ed5a41119828facd929bf9d4,450c5f1d-79f1-477f-b8b3-b7fcf3690400
248839,5/26/2012,Vostro 260 Slim Tower_2,4318927,1,f6445b1da2de4ded896796d5ed2c3f9a,58fb19d6-48d7-4b00-890a-5abfc306457d
248839,5/27/2012,Vostro 260 Slim Tower_2,4318927,1,e12565ad7f764c43bff25ee61eb6a860,f1188e79-6476-410d-9988-244827ff4ab1
248839,6/4/2012,Vostro 260 Slim Tower_7,4318932,1,2825d00423544180a7ccc6414fa21384,c63f7b83-1711-4466-a88e-de5f39cdd841
248839,6/9/2012,Vostro 260 Slim Tower_8,4318933,1,af5781beee6145749fd9858a8f4f6ddb,3ef1b2e4-8447-4b17-a888-3065d1c58c5e
246902,5/29/2012,SMB1oc=blmck4b&model_id=latitude-e5520,4269919,1,8b2ace924abe4129b9deee65582bfd56,cfd2ce92-3440-491e-b872-082cd40dbc31
248839,5/30/2012,Vostro 260 Slim Tower_3,4318928,1,e19bfb0d386245de92b1a1484436de49,cf45dd50-82f6-4422-add3-3fa52f2d8dda
248839,6/5/2012,Vostro 260 Slim Tower_7,4318932,1,65108d1fb8e748128047148a578ca815,71f7b8e5-a8f7-49d4-b4fc-083c806cea73
248839,6/5/2012,Vostro 260 Slim Tower_7,4318932,1,6cc1d79f9bbf4d8e98460d4961f7a8e4,0834595a-344e-4297-9c2c-356ab432af61
248839,5/30/2012,Vostro 260 Slim Tower_3,4318928,1,5c23e52b170840b98e259c7e970ccabe,02edfabb-0b60-47aa-81a6-acbd5ade43e9
248839,6/2/2012,Vostro 3550_5,4318918,1,e6c6026216bd46afb7335553a46e9bc2,59601d92-6470-4cc9-b98f-75bf0bf32b10
248839,6/9/2012,Vostro 3550_8,4318921,1,8ab75f7c36924f09ba0404d539cf68ff,18eb746c-496b-47ea-8008-773e518a031f
248839,5/29/2012,Vostro 3550_3,4318916,1,4a83755f3aca4c06b8ab64e21e0a6502,3acd79f1-10a3-4b74-b597-a4a73cdffe07
248839,6/8/2012,Vostro 260 Slim Tower_20,4323306,1,b406486a79764b58b40eb0a0c5d2a869,ad4d3c48-3a78-4780-97d8-82d8dc48ae6f
248839,6/18/2012,Vostro 3550_17,4323291,1,ab16e9fa34504d6ba7d140bbd11ff5f2,44d8f68f-4c7c-4aef-a5bb-281b156e136b
248839,6/4/2012,Vostro 260 Slim Tower_7,4318932,1,972799a16f6b4129a8405ccbbb2138df,c4afd8f6-e915-4edb-b80c-f725e18b33bf
248839,5/27/2012,Vostro 260 Slim Tower_2,4318927,1,61d8dc9612f14de691e152aecb31d484,25da462c-bda3-4026-aba3-13697ece04a1
248839,5/29/2012,Vostro 3550_3,4318916,1,e7525afdbe5a4a77841c0d294b2f3e03,dafa262e-7fbe-4eb3-9fbd-7599834d9c54
248839,6/8/2012,Vostro 3550_8,4318921,1,58e47c1acd4d40c9a283835de7246cc2,5b8040ed-ba83-41b2-b7d5-f53adea9c1c0
248839,6/19/2012,Vostro 3550_9,4318922,1,b2f9494ce5ae4f58a64a73f9ef241b05,6ad8c0c9-66f5-4118-a7d3-1f390038a675
248839,6/9/2012,Vostro 3550_8,4318921,1,e09529d5791149e88dc92a5bb0e9d896,a237efc8-a3cc-4d23-9699-d0c8ae6b1234
248839,6/7/2012,Vostro 260 Slim Tower_7,4318932,1,691ae2b2f8e144e890e1dbdfdc7991b8,8586ea56-9850-4716-8dee-fedeb6b1799d
248839,5/28/2012,Vostro 260 Slim Tower_2,4318927,1,c3d5c0154ac8499689df533849b33be6,8b21c69e-ea63-4567-a849-efe55566ac6e
248839,6/12/2012,Vostro 3550_8,4318921,1,20e37ce590e34d15b506d74f1998fb73,e3a6cd81-5ddc-48f1-b903-c41790cb53a1
248839,6/5/2012,Vostro 3550_15,4323289,1,762f2681db4d42f09aa99a5a15aad557,4dd2da10-2524-4798-a683-b62903469433
248839,5/27/2012,Vostro 260 Slim Tower_2,4318927,1,e4df92b445b04dee86730085dc7e45ad,fc15f08d-448d-461a-9d55-92eb55524af7
248839,6/4/2012,Vostro 260 Slim Tower_7,4318932,1,0cf9522095a042538f6496397cb6ca99,684e6ca1-4013-494b-9162-509cb866ae4f
248839,6/18/2012,Vostro 260 Slim Tower_34,4331745,1,de74ce27fb144d83b9cf6dfe57043fce,4c29be7c-e64e-41dc-8d95-bd95ad8b21fb
248839,6/9/2012,Vostro 3550_8,4318921,1,fa38152c536e413cace94c9aa4c4facf,53b85f86-1cfd-4ac9-b745-6d18cb4a9cf1
248839,6/3/2012,Vostro 3550_5,4318918,1,bb9d152c4ed04dc99af65c913a997ce2,4a203fe0-2011-450c-b159-0b8079236b0a
248839,5/26/2012,Vostro 260 Slim Tower_2,4318927,1,5d14dea96e32481abed0cb44bda693c8,1b7c85c0-d3b8-4d44-84a1-3d91517ed200
248839,6/14/2012,Vostro 3550_9,4318922,1,f46e5a759b504979a6547f14c8824f87,d088b21c-054e-4cad-82f5-3a73de783ae5
248839,6/6/2012,Vostro 260 Slim Tower_7,4318932,1,8ae89bae80cf4be0aeb5403e7e744478,998e34c3-6050-48d4-b9f2-bd5f8b5409c8
248839,6/8/2012,Vostro 260 Slim Tower_20,4323306,1,a1b40ba35a1d4d32bf39bcdcd323a5f1,6e882c03-fc09-4040-8e66-5b4cbe5a1f1d
248839,6/3/2012,Vostro 3550_5,4318918,1,027d5e607a5142d9bf76ed1fbde718ef,5c11e063-0ce5-46f3-9bfa-991e77c89363
248839,5/26/2012,Vostro 260 Slim Tower_2,4318927,1,612b93d20e854648a28859c191f859e0,df0cbab1-fe9f-4be1-b260-75b9df2618ed
248839,6/12/2012,Vostro 3550_8,4318921,1,6175a136786b4a1d9b74d7671fe386c8,f7c29cfe-1ab7-4bf1-9705-4e6e0b52b977
248839,6/13/2012,Vostro 3550_8,4318921,1,fe9a7e91603440be849844da2ea87c91,96587570-0b5c-4c02-bab9-cb68a50c5ffa
248839,6/6/2012,Vostro 260 Slim Tower_20,4323306,1,6eacedcc17614cd0914e353d427a6f37,c24bd541-dbf3-4b74-8678-6a7c0166a2b9
248839,5/26/2012,Vostro 260 Slim Tower_2,4318927,1,8afded11ca30492e8e28bd347a4715a5,64414a01-868b-4e21-b25d-c1ca82e98350
248839,5/28/2012,Vostro 260 Slim Tower_2,4318927,1,cc3e4fab78674a699d45482fe78101f9,d6f0445d-67fa-49ad-aaeb-daee0a9c54d5
248839,5/29/2012,Vostro 260 Slim Tower_3,4318928,1,5c314b567e744f86a2e991084390cfed,8c65e6c1-2d06-492a-a699-0914fe1a0293
248839,5/26/2012,Vostro 260 Slim Tower_2,4318927,1,faa6bae2d2e2443e860e135426e26d3e,c21370e2-89e8-4b14-b3d2-7b779d43b2f9
248839,6/7/2012,Vostro 260 Slim Tower_7,4318932,1,92e01eaaa5164bf9881d7cb76c310805,7f320d77-3053-49f6-baf3-578e93858122
248839,6/4/2012,Vostro 3550_7,4318920,1,fd952815ff28413fb9f23cda50ed41ad,2a5d8708-e1cb-4550-9945-a6127abfff7e
248839,6/5/2012,Vostro 260 Slim Tower_7,4318932,1,f0986efa4a0f4d9e90317559fdabcba9,f9c2ebfa-3ce1-44c5-a778-c10ba8f1ab27
248839,6/5/2012,Vostro 260 Slim Tower_7,4318932,1,332edbe85aa0457b9ce846618df0e885,302b2f5d-1eef-46ae-ac00-bbd05d465020
248839,5/29/2012,Vostro 260 Slim Tower_3,4318928,1,12ebf4d275a44108863cad951c1d8b1b,b28d2742-d2fe-4d4c-90e0-ab5a3630db3e
248839,6/9/2012,Vostro 260 Slim Tower_8,4318933,1,14c705852bff41db8444ae8135cf9782,5fb5ab5e-b229-4f1a-b419-3f5453511b05
248839,5/31/2012,Vostro 260 Slim Tower_4,4318929,1,74f26efdb3aa4f25851e5889b4b5f658,5290f637-4ac3-44f3-b0b2-48b91e16b377
248839,6/4/2012,Vostro 260 Slim Tower_7,4318932,1,15dd53dadf964a4ba4f36d27bc64eb13,bb7ceda5-c199-4a8c-9aa4-c786e94f8e81
248839,5/28/2012,Vostro 260 Slim Tower_2,4318927,1,83e5c3ad6596400a88859a0846ff63ba,3f4857c2-6ff1-4acd-ae59-b1f99b6712d0
248839,5/29/2012,Vostro 3550_18,4323292,1,9fa34398aca744a7ace7f6477a884939,34b12bca-de42-4964-a6c3-571928a97c13
248839,6/8/2012,Vostro 3550_8,4318921,1,c8febfc959f84c69aa772d3d9b0f7e1c,bb9265b9-f905-45de-8989-0217e690b3f6
248839,6/19/2012,Vostro 260 Slim Tower_34,4331745,1,222a1f57508f4f2bbc49fc793684950a,9d77ccb3-0d9b-4f2d-91e3-03525486dbe2
248839,6/6/2012,Vostro 260 Slim Tower_7,4318932,1,bfce0383d4b7464bb5f7e47bd383a349,882578bf-3407-4ba5-a855-a10822ae7019
248839,6/11/2012,Vostro 3550_8,4318921,1,b133a21515c046108f5179588df70087,c2a93ebb-1780-4966-9ca9-b0ef630f7887
248839,5/27/2012,Vostro 260 Slim Tower_2,4318927,1,042654ef6c6d4f7b88171f99b1d6108e,ca301967-81c6-4d02-901a-868964ce97de
248839,6/14/2012,Vostro 3550_9,4318922,1,5a47b843a37a42428076a43594e3e921,348aa07f-b1ba-49ea-a204-d5917f324c96
